,original_title,genres,overview,user_id
1389,Baise-moi,"Crime, Drama, Romance, Thriller","Manu has lived a difficult life. Abused and violently raped, she sets off to find herself only to meet Nadine, a prostitute who has encountered one too many injustices in the world. Angry at the world, they embark on a twisted, rage-filled road trip. They choose to have sex when they please and kill when they need. Leaving a trail of mischief and dead bodies in their wake. Generating a media blitz and manhunt, soon everyone is out to capture the young fugitives.",278
1390,Porgy and Bess,"Music, Drama, Romance","Set in the early 1900s in the fictional Catfish Row section of Charleston, South Carolina, which serves as home to a black fishing community, the story focuses on the titular characters, crippled beggar Porgy, who travels about in a goat-drawn cart, and the drug-addicted Bess, who lives with stevedore Crown, the local bully.",278
1391,L'arrivée d'un train en gare de La Ciotat,Documentary,"A group of people are standing along the platform of a railway station in La Ciotat, waiting for a train. One is seen coming, at some distance, and eventually stops at the platform. Doors of the railway-cars open and attendants help passengers off and on.  Popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. This legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the Lumières' cinématographe.",279
1392,Czlowiek z zelaza,"Drama, History","In Warsaw in 1980, the Communist Party sends Winkel, a weak, alcoholic TV hack, to Gdansk to dig up dirt on the shipyard strikers, particularly on Maciek Tomczyk, an articulate worker whose father was killed in the December 1970 protests. Posing as sympathetic, Winkel interviews the people surrounding Tomczyk, including his detained wife, Agnieszka.",279
1393,Crustacés et coquillages,Comedy,Crustaces et Coquillages is a fresh French comedy film with numerous surprise turnarounds and about the tolerance of a family of four. The family spend an idealistic summer vacation together where each of the family members gets involved in a new or old relationship.,279
1394,Night on Earth,"Comedy, Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,279
1395,Knallhart,"Drama, Thriller","From the youth directed novel of the same name by Greogor Tressnow comes a film by Detlev Buck that is a realistic portrait of life in the section of Berlin called Neukölln. It’s about power and weakness, delinquents and victims, and the difficulties a 15-year-old faces in a poor and criminal environment.",279
1396,Wedlock,"Action, Science Fiction, Thriller",A male prison escapee heads for his hidden loot electronically attached to a female prisoner.,280
1397,The Dark,"Horror, Thriller, Mystery",Adèle and her daughter Sarah are traveling on the Welsh coastline to see her husband James when Sarah disappears. A different but similar looking girl appears who says she died in a past time. Adèle tries to discover what happened to her daughter as she is tormented by Celtic mythology from the past.,280
1398,American Graffiti,"Comedy, Drama",A couple of high school graduates spend one final night cruising the strip with their buddies before they go off to college.,280
1399,Die Höhle des gelben Hundes,"Documentary, Drama","The little nomad girl, Nansal, finds a baby dog in the mongolian veld, who becomes her best friend - against all rejections of her parents. Only as the little dog, Zocher, saves the life of the youngest son, father and mother finally see his good soul. A story about a mongolian family of nomads - their traditional way of life and the rising call of the City.",280
1400,National Treasure,"Adventure, Action, Thriller, Mystery","Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.",280
1401,Charlie's Angels,"Action, Adventure, Comedy, Crime, Thriller","Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.",281
1402,Hard Target,"Action, Adventure, Crime, Thriller","When a woman's father goes missing, she enlist a local to aid in her search.  The pair soon discover that her father has died at the hands of a wealthy sportsman who hunts homeless men as a form of recreation.",281
1403,Stranger Than Fiction,"Comedy, Drama, Fantasy, Romance","Everybody knows that your life is a story. But what if a story was your life? Harold Crick is your average IRS agent: monotonous, boring, and repetitive. But one day this all changes when Harold begins to hear an author inside his head narrating his life. But when the narration reveals he is going to die, Harold must find the author and convince them to change the ending.",281
1404,Ghost Rider,"Thriller, Action, Fantasy, Horror","In order to save his dying father, young stunt cyclist, Johnny Blaze sells his soul to Mephistopheles and sadly parts from the pure-hearted, Roxanne Simpson, the love of his life. Years later, Johnny's path crosses again with Roxanne, now a go-getting reporter, and also with Mephistopheles, who offers to release Johnny's soul if Johnny becomes the fabled, fiery 'Ghost Rider'.",281
1405,Rocky V,Drama,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",281
1406,The Golden Compass,"Adventure, Fantasy","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",282
1407,Herr Lehmann,"Comedy, Drama","In October 1989, the part of the West Berlin borough of Kreuzberg called SO 36, had been largely shut off by the Wall from the rest of the city for 28 years. A lethargic sub-culture of students, artists, bohemians and barflys had flourished among crumbling buildings. Part of that microcosm is barkeeper Frank, semi-formally called 'Herr Lehmann' by friends and patrons. He hangs out drinking, sports utter disregard for anything beyond SO 36 and lazily pursues an affair with cook Katrin. His lifestyle is gradually disturbed, when his parents show up for a visit, things go awry with Katrin and his best friend Karl starts to act strange. Meanwhile, political turmoil mounts on the other side of the Wall.",282
1408,We Own the Night,"Drama, Crime, Thriller",A New York nightclub manager tries to save his brother and father from Russian mafia hitmen.,282
1409,Captain Corelli's Mandolin,"Drama, History, Romance","When a Greek fisherman leaves to fight with the Greek army during WWII, his fiancee falls in love with the local Italian commander. The film is based on a novel about an Italian soldier's experiences during the Italian occupation of the Greek island of Cephalonia (Kefalonia), but Hollywood made it into a pure love story by removing much of the ""unpleasant"" stuff.",282
1410,Fever Pitch,"Comedy, Romance","A romantic comedy about a man, a woman and a football team. Based on Nick Hornby's best selling autobiographical novel, Fever Pitch. English teacher Paul Ashworth believes his long standing obsession with Arsenal serves him well. But then he meets Sarah. Their relationship develops in tandem with Arsenal's roller coaster fortunes in the football league, both leading to a nail biting climax.",282
1411,Mr. Smith Goes to Washington,"Comedy, Drama","Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",283
1412,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,Documentary,"In the 1970s the North American Soccer League marked the first attempt to introduce soccer to American sports fans. While most teams had only limited success at best, one managed to break through to genuine mainstream popularity - the New York Cosmos. The brainchild of Steve Ross (Major executive at Warner Communications) and the Ertegun brothers (Founders of Atlantic Records), the Cosmos got off to a rocky start in 1971, but things changed in 1975 when the world's most celebrated soccer star, the Brazilian champion Pele, signed with the Cosmos for a five-million-dollar payday. With the arrival of Pele, the Cosmos became a hit  and the players became the toast of the town, earning their own private table at Studio 54. A number of other international soccer stars were soon lured to the Cosmos, including Franz Beckenbauer, Rodney Marsh, and Carlos Alberto, but with the turn of the decade, the team began losing favor with fans and folded in 1985.",283
1413,Basket Case 2,Horror,"Having eluded the authorities after a series of grisly murders, the pair find sanctuary at the palatial home of Granny Ruth, an eccentric philanthropist who rallies the cause of ""Unique Individuals"". But even amongst ""friends"" the pair soon find themselves having to confront their murderous past.",283
1414,Non pensarci,"Family, Drama, Comedy",No overview found.,283
1415,Wayne's World 2,"Music, Comedy","A message from Jim Morrison in a dream prompts cable access TV stars Wayne and Garth to put on a rock concert, ""Waynestock,"" with Aerosmith as headliners. But amid the preparations, Wayne frets that a record producer is putting the moves on his girlfriend, Cassandra, while Garth handles the advances of mega-babe Honey Hornee.",283
1416,Pünktchen und Anton,Drama,Pünktchen und Anton is a 1953 German film based on the children novel from Erich Kastner about two women who despite all the oppositions together go from chubby to thin.,284
1417,風の谷のナウシカ,"Adventure, Animation, Fantasy","After a global war, the seaside kingdom known as the Valley Of The Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaa, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",284
1418,A Hard Day's Night,"Comedy, Music","Capturing John Lennon, Paul McCartney, George Harrison and Ringo Starr in their electrifying element, 'A Hard Day's Night' is a wildly irreverent journey through this pastiche of a day in the life of The Beatles during 1964. The band have to use all their guile and wit to avoid the pursuing fans and press to reach their scheduled television performance, in spite of Paul's troublemaking grandfather and Ringo's arrest.",284
1419,Elementarteilchen,"Drama, Romance","Based on Michel Houellebecq's controversial novel, Atomised (aka The Elementary Particles) focuses on Michael and Bruno, two very different half-brothers and their disturbed sexuality.  After a chaotic childhood with a hippie mother only caring for her affairs, Michael, a molecular biologist, is more interested in genes than women, while Bruno is obsessed with his sexual desires, but mostly finds his satisfaction with prostitutes.  But Bruno's life changes when he gets to know the experienced Christiane.  In the meantime, Michael meets Annabelle, the love of his youth, again.",284
1420,Gattaca,"Thriller, Science Fiction, Mystery, Romance","Science fiction drama about a future society in the era of indefinite eugenics where humans are set on a life course depending on their DNA. The young Vincent Freeman is born with a condition that would prevent him from space travel, yet he is determined to infiltrate the GATTACA space program.",284
1421,Days of Thunder,Adventure,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear.",285
1422,Тегеран-43,"Action, Drama, Thriller","Documents reveal in 1980 that the Germans planned to kill the Big Three in Teheran in 1943.This story starts in 1980 in Paris as the memories of Andrei Borodin (Igor Kostolevsky), a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard (Armen Dzhigarkhanian) to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni (Natalia Belokhvostikova), living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise (Claude Jade), a young French woman, who hides him.",285
1423,Kurz und schmerzlos,"Drama, Thriller",Three friends get caught in a life of major crime.,285
1424,Jezebel,"Drama, Romance","In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.",285
1425,Valkyrie,"Drama, Thriller, History, War","Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.",285
1426,When Saturday Comes,Drama,"Jimmy Muir comes from a typical gritty, northern town where there are only two options: working down the pit or in a factory. But Jimmy has other ideas - he dreams of becoming a professional footballer. Confronted by a bitter and unsupportive father, hard drinking friends and a lifetime of bad habits...has Jimmy the will to achieve his ultimate goal?",286
1427,Teenage Mutant Ninja Turtles III,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction","The four turtles travel back in time to the days of the legendary and deadly samurai in ancient Japan, where they train to perfect the art of becoming one. The turtles also assist a small village in an uprising.",286
1428,Primal Fear,"Crime, Drama, Mystery, Thriller","An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",286
1429,The Perfect Storm,Drama,"In October 1991, a confluence of weather conditions combined to form a killer storm in the North Atlantic. Caught in the storm was the sword-fishing boat Andrea Gail. Magnificent foreshadowing and anticipation fill this true-life drama while minute details of the fishing boats, their gear and the weather are juxtaposed with the sea adventure.",286
1430,Thelma & Louise,"Drama, Thriller, Crime, Adventure","Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",286
1431,Wuthering Heights,"Drama, Romance","The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy-- until Cathy meets Edgar Linton, the son of a wealthy neighbor. Written by Marg Baskin",287
1432,Atlantis: Milo's Return,"Fantasy, Animation, Science Fiction, Family, Action","Three different stories come to life in this sequel to the hit animated Disney adventure. Explorer Milo Thatch, his new sweetheart, Queen Kida, and the rest of the team are preparing to rebuild the underwater city. But trouble crops up. Harnessing the power of the crystal of Atlantis, the adventurers set out to defend their kingdom against dark forces that threaten from sand, sea and snow.",287
1433,Let's Get Harry,"Action, Adventure","Harry Burck has been kidnapped by South American terrorists, and when the US Government refuses to intervene, Harry's friends decide to take matters into their own hands!",287
1434,The Wearing of the Grin,Animation,"Porky Pig spends the night at an Irish castle after being caught in a storm, and gets in trouble with the two leprechauns who live there.",287
1435,Mega Python vs. Gatoroid,"Action, Horror, Science Fiction","A fanatical animal rights activist (Debbie Gibson) releases giant pythons into the Everglades, believing the wild animals should be set free. When they start decimating the native animal population, an over-zealous park ranger (Tiffany) feeds experimental steroids to wild alligators so they can fight back. The giant pythons and gargantuan alligators go on a killing spree, and it is now left up to the two feuding women to put aside their differences to put a stop to the creatures and the destruction.",287
1436,L'arrivée d'un train en gare de La Ciotat,Documentary,"A group of people are standing along the platform of a railway station in La Ciotat, waiting for a train. One is seen coming, at some distance, and eventually stops at the platform. Doors of the railway-cars open and attendants help passengers off and on.  Popular legend has it that, when this film was shown, the first-night audience fled the café in terror, fearing being run over by the ""approaching"" train. This legend has since been identified as promotional embellishment, though there is evidence to suggest that people were astounded at the capabilities of the Lumières' cinématographe.",288
1437,Dogville,"Crime, Drama, Thriller","A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",288
1438,Antoine et Colette,Drama,"Now aged 17, Antoine Doinel works in a factory which makes records. At a music concert, he meets a girl his own age, Colette, and falls in love with her. Later, Antoine goes to extraordinary lengths to please his new girlfriend and her parents, but Colette still only regards him as a casual friend.",288
1439,"Faster, Pussycat! Kill! Kill!","Action, Crime","Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become house guests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",288
1440,Night on Earth,"Comedy, Drama",An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,288
1441,Videodrome,"Horror, Mystery, Science Fiction",A sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a very unusual fashion when he acquires a new kind of programming for his station.,289
1442,Cutaway,"Action, Thriller","The successful undercover agent Victor Cooper is assigned for his ninth mission: to find how the loadings of drug is being brought to Miami. He suspects that the drug is coming through the air and joins a team of sky diving, under the leadership of Red Line, a fanatic and considered the athlete number one in this sport in the world. Due to his profile of winner, Vic gets involved with the group and he ""disconnects"" from his position of infiltrated agent, ""connecting"" with the team.",289
1443,Cop Land,"Action, Crime, Drama","Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",289
1444,American Psycho,"Thriller, Drama, Crime","A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",289
1445,Unforgettable,"Drama, Mystery, Science Fiction, Thriller","Ray Liotta stars as a medical examiner who has been acquitted for his wife's murder but many still question his innocence. Obsessed with finding his wife's killer, a possible solution presents itself in an experimental serum designed by a neurobiology Linda Fiorentino which has the ability to transfer memories from one person to another, but not without consequences. Liotta driven to solve the case injects himself with the serum, bringing him closer and closer to finding her killer but bringing him closer to death.",289
1446,Guter Junge,Drama,No overview found.,290
1447,Haker,Comedy,"Two friends make a bet. One of them - an A student and a computer genius Marcin - under the terms of the dispute must be received five days of complete submission to his clever friend Turbo - and he, in turn, guarantees him the easy money and attention to a long-legged beauty.",290
1448,Hot Fuzz,"Crime, Action, Comedy","Top London cop, PC Nicholas Angel is good. Too good.  To stop the rest of his team from looking bad, he is reassigned to the quiet town of Sandford, paired with simple country cop, and everything seems quiet until two actors are found decapitated. It is addressed as an accident, but Angel isn't going to accept that, especially when more and more people turn up dead.",290
1449,Vesničko má středisková,Comedy,"The movie's main storyline follows the life of Otík, a mentally retarded young man, in a tight-knit village community. The sweet-tempered Otík works as an assistant truck driver with Mr. Pávek, his older colleague and practical-minded neighbor. Pávek's family takes care of Otík, whose parents are dead. However, the two coworkers become at odds over Otík's inability to perform even the simplest tasks. Pávek demands that Otík be transferred to assist another driver, who happens to be a choleric and suspicious man named Turek (Turk in Czech). Rather than work with Turek, Otík decides to accept an offer of employment in Prague, but finds he does not fit in to the city life. After discovering that the transfer of Otík to Prague was a trick by a crooked politician to get a deal on Otík's large inherited house, Pávek agrees to give Otík a second chance and retrieves him from the city to resume their work together.",290
1450,Thunder Bay,"Adventure, Drama",Shrimpers and oilmen clash when an ambitious wildcatter begins constructing an off-shore oilrig.,290
1451,Notes on a Scandal,"Drama, Romance","A veteran high school teacher befriends a younger art teacher, who is having an affair with one of her 15-year-old students. However, her intentions with this new ""friend"" also go well beyond platonic friendship.",291
1452,Тегеран-43,"Action, Drama, Thriller","Documents reveal in 1980 that the Germans planned to kill the Big Three in Teheran in 1943.This story starts in 1980 in Paris as the memories of Andrei Borodin (Igor Kostolevsky), a Soviet agent, take the action back to 1943 during the Teheran meetings of Stalin, Roosevelt and Churchill. A high-ranking Nazi officer developed a plan to assassinate the three world leaders in order to undermine the Allied forces. He commissioned the German agent Max Richard (Armen Dzhigarkhanian) to carry out his plan, but it failed miserably due to the quick action and thinking of Andrei. While in Teheran, Andrei met a French woman, Marie Louni (Natalia Belokhvostikova), living in the city and they had a brief but intense affair. Nearly four decades later, the Nazi officer has been captured - but not for long. Freed by terrorists, the officer is hunting down the German agent who failed to carry out the planned assassinations. Max lives at Françoise (Claude Jade), a young French woman, who hides him.",291
1453,Final Fantasy: The Spirits Within,"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller","Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",291
1454,The Golden Compass,"Adventure, Fantasy","After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",291
1455,Speed 2: Cruise Control,"Action, Adventure, Thriller",Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,291
1456,Fahrenheit 9/11,,Michael Moore's view on what happened to the United States after September 11; and how the Bush Administration allegedly used the tragic event to push forward its agenda for unjust wars in Afghanistan and Iraq.,292
1457,リング,"Horror, Thriller","A mysterious video has been linked to a number of deaths, and when an inquisitive journalist finds the tape and views it herself, she sets in motion a chain of events that puts her own life in danger.",292
1458,Married to the Mob,"Comedy, Crime, Romance","Angela de Marco is fed up with her gangster husband's line of work and wants no part of the crime world. When her husband is killed for having an affair with the mistress of mob boss Tony ""The Tiger"" Russo, Angela and her son depart for New York City to make a fresh start. Unfortunately, Tony has set his sights upon Angela -- and so has an undercover FBI agent looking to use her to bust Tony.",292
1459,Die Höhle des gelben Hundes,"Documentary, Drama","The little nomad girl, Nansal, finds a baby dog in the mongolian veld, who becomes her best friend - against all rejections of her parents. Only as the little dog, Zocher, saves the life of the youngest son, father and mother finally see his good soul. A story about a mongolian family of nomads - their traditional way of life and the rising call of the City.",292
1460,New York Doll,"Documentary, Music","A recovering alcoholic and recently converted Mormon, Arthur ""Killer"" Kane, of the rock band The New York Dolls, is given a chance at reuniting with his band after 30 years.",292
1461,Sweet Sixteen,"Crime, Drama","Determined to have a normal family life once his mother gets out of prison, a Scottish teenager from a tough background sets out to raise the money for a home.",293
1462,Rocky IV,Drama,"Rocky must come out of retirement to battle a gargantuan Soviet fighter named Drago, who brutally punished Rocky's friend and former rival, Apollo Creed. Seeking revenge in the name of his fallen comrade and his country, Rocky agrees to fight Drago in Moscow on Christmas, and the bout changes both fighters -- and the world.",293
1463,Out of Time,"Thriller, Crime, Drama","Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",293
1464,Rocky V,Drama,"A lifetime of taking shots has ended Rocky's career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",293
1465,The Man with the Golden Arm,"Crime, Drama, Romance",Frankie is a heroin addict and sits in prison. He wants a different life but the rehabilitation isn’t as easy as he had thought. Director Otto Preminger films one of the first social studies of an addict in this 1955 film.,293
1466,The Number 23,"Thriller, Drama, Mystery","Walter Sparrow is an animal control officer that becomes obsessed with a mysterious book that seems to be based on his own life. As soon as he opens the book, he notices strange parallels between what he reads and what he's experienced. But now he's worried that a fictional murder might materialize.",294
1467,Cowboy,Western,"Chicago hotel clerk Frank Harris dreams of life as a cowboy, and he gets his chance when, jilted by the father of the woman he loves, he joins Tom Reece and his cattle-driving outfit. Soon, though, the tenderfoot finds out life on the range is neither what he expected nor what he's been looking for...",294
1468,Antz,"Adventure, Animation, Comedy, Family","In this animated hit, a neurotic worker ant in love with a rebellious princess rises to unlikely stardom when he switches places with a soldier. Signing up to march in a parade, he ends up under the command of a bloodthirsty general. But he's actually been enlisted to fight against a termite army.",294
1469,Far Cry,"Action, Science Fiction, Thriller","Jack Carver, a former member of the Special Forces takes the journalist Valerie Cardinal to an Island to visit her uncle Max who is working in a Military complex on the Island. As they arrive Valerie gets captured by the minions of Doctor Krüger. After the destruction of his boat Jack finds out about the true purpose of the Facilities on the Island, which is the creation of genetic soldiers.",294
1470,Mouth to Mouth,Drama,An aimless adolescent (Ellen Page) joins several itinerant misfits who live on the fringe of society and welcome at-risk youths into their fold.,294
1471,Maradona by Kusturica,Documentary,"A documentary on Argentinean soccer star Diego Maradona, regarded by many as the world's greatest modern player.",295
1472,Rope,"Crime, Drama, Mystery, Thriller","Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.",295
1473,Mad Max 2,"Adventure, Action, Thriller, Science Fiction","Max Rockatansky returns as the heroic loner who drives the dusty roads of a postapocalyptic Australian Outback in an unending search for gasoline. Arrayed against him and the other scraggly defendants of a fuel-depot encampment are the bizarre warriors commanded by the charismatic Lord Humungus, a violent leader whose scruples are as barren as the surrounding landscape.",295
1474,Heathers,"Thriller, Comedy, Drama","A girl who halfheartedly tries to be part of the ""in crowd"" of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.",295
1475,Persepolis,"Animation, Drama","In 1970s Iran, Marjane 'Marji' Statrapi watches events through her young eyes and her idealistic family of a long dream being fulfilled of the hated Shah's defeat in the Iranian Revolution of 1979. However as Marji grows up, she witnesses first hand how the new Iran, now ruled by Islamic fundamentalists, has become a repressive tyranny on its own.",295
1476,The Projected Man,"Horror, Science Fiction",Matter-transmitter sabotage leaves a British scientist (Bryant Halliday) disfigured and full of amps.,296
1477,Rush Hour,"Action, Comedy, Crime, Thriller","When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and investigate the case themselves.",296
1478,Der Schuh des Manitu,"Comedy, Western","Abahachi, Chief of the Apache Indians, and his blood brother Ranger maintain peace and justice in the Wild West. One day, Abahachi needs to take up a credit from the Shoshone Indians to finance his tribe's new saloon. Unfortunately Santa Maria, who sold the saloon, betrays Abahachi, takes the money and leaves. Soon, the Shoshones are on the warpath to get their money back, and Abahachi is forced to organize it quickly.",296
1479,Scary Movie,Comedy,"Following on the heels of popular teen-scream horror movies, with uproarious comedy and biting satire. Marlon and Shawn Wayans, Shannon Elizabeth and Carmen Electra pitch in to skewer some of Hollywood's biggest blockbusters, including Scream, I Know What You Did Last Summer, The Matrix, American Pie and The Blair Witch Project.",296
1480,Brigham Young,"History, Romance, Western","Based on the story of the famous Mormon leader, it follows Brigham Young and his challenge to transport his people across the Rocky mountains to settle in Salt Lake City. The plot focuses on two fictitious characters, Jonathan Kent and Zina Webb and the hardships they have to face along the way.",296
1481,Pink Floyd: Live at Pompeii,"Music, Documentary","Stylish film of the British progressive rock band Pink Floyd in 1971 performing a concert with no audience, in the ancient Roman Amphitheatre in the ruins of Pompeii, Italy. Songs are interspersed with interviews, and footage of Pink Floyd in the studio working on their next album, the legendary Dark Side of the Moon.",297
1482,Red River,Western,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",297
1483,"Csillagosok, Katonák","Drama, War, Foreign","In 1919, Hungarian Communists aid the Bolsheviks' defeat of Czarists, the Whites. Near the Volga, a monastery and a field hospital are held by one side then the other.",297
1484,Bean,Comedy,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",297
1485,The Halliday Brand,Western,Sheriff Halliday doesn't approve of his children dating or marrying half-breeds and his blind hate threatens to alienate his whole family.,297
1486,The Halliday Brand,Western,Sheriff Halliday doesn't approve of his children dating or marrying half-breeds and his blind hate threatens to alienate his whole family.,298
1487,Hour of the Gun,"Action, Drama, Western","Marshal Wyatt Earp kills a couple of men of the Clanton-gang in a fight. In revenge Clanton's thugs kill the marshal's brother. Thus, Wyatt Earp starts to chase the killers together with his friend Doc Holliday.",298
1488,St. Louis Blues,"Drama, Music","Will Handy grows up in Memphis with his preacher father and his Aunt Hagar. His father intends for him to use his musical gifts only in church, but he can't stay away from the music of the streets and workers. After he writes a theme song for a local politician, Gogo, a speakeasy singer, convinces Will to be her accompanist. Will is estranged from his father for many years while he writes and publishes many blues songs. At last the family is reunited when Gogo brings them to New York to see Will's music played by a symphony orchestra.",298
1489,Wuthering Heights,"Drama, Romance","The Earnshaws are Yorkshire farmers during the early 19th Century. One day, Mr. Earnshaw returns from a trip to the city, bringing with him a ragged little boy called Heathcliff. Earnshaw's son, Hindley, resents the child, but Heathcliff becomes companion and soulmate to Hindley's sister, Catherine. After her parents die, Cathy and Heathcliff grow up wild and free on the Moors and despite the continued enmity between Hindley and Heathcliff they're happy-- until Cathy meets Edgar Linton, the son of a wealthy neighbor. Written by Marg Baskin",298
1490,Haker,Comedy,"Two friends make a bet. One of them - an A student and a computer genius Marcin - under the terms of the dispute must be received five days of complete submission to his clever friend Turbo - and he, in turn, guarantees him the easy money and attention to a long-legged beauty.",298
1491,Wolke 9,"Drama, Romance",A romantic drama about a woman who enters into an affair after 30 years of marriage.,299
